CustomerID,Age,Gender,CityTier,AnnualIncome,MembershipYears,RecencyDays,Frequency,AvgOrderValue,TotalSpend,PreferredCategory,DiscountSensitivity,OnlineEngagementScore,CartAbandonRate,ReturnsRate,SupportTickets,ChurnRisk
CUST100438,18,Female,Tier 1,61163,2.7,23,7,68.67,536.2,Sports,0.43,67.9,0.38,0.05,1,Low
CUST100439,34,Male,Tier 1,46214,1.2,9,5,64.77,348.65,Fashion,0.15,57.4,0.21,0.42,2,Medium
CUST100440,39,Male,Tier 3,60790,1.6,32,7,78.52,520.49,Fashion,0.3,76.0,0.13,0.04,0,Low
CUST100441,34,Female,Tier 2,45978,0.2,107,3,90.87,308.45,Electronics,0.54,41.4,0.28,0.17,0,Medium
CUST100442,18,Female,Tier 1,23781,9.2,73,15,46.78,612.57,Electronics,0.15,60.9,0.05,0.03,0,Medium
CUST100443,34,Male,Tier 3,76102,2.4,3,6,100.67,687.6,Fashion,0.48,48.9,0.46,0.05,1,Low
CUST100444,20,Female,Tier 3,66250,0.7,53,4,76.2,281.55,Groceries,0.65,61.5,0.23,0.19,0,Medium
CUST100445,42,Male,Tier 1,73729,1.9,38,7,106.61,636.37,Fashion,0.38,60.6,0.35,0.04,0,Low
CUST100446,39,Female,Tier 1,75723,0.3,107,5,119.08,583.58,Groceries,0.49,56.9,0.41,0.06,0,Medium
CUST100447,24,Female,Tier 2,74937,7.4,5,15,90.41,1298.77,Electronics,0.12,86.9,0.18,0.13,1,Low
CUST100448,29,Female,Tier 3,56638,0.4,34,3,52.31,158.77,Beauty,0.17,28.4,0.34,0.06,2,Medium
CUST100449,23,Male,Tier 3,66472,2.3,95,6,67.16,438.84,Home & Furniture,0.6,38.8,0.28,0.09,1,Medium
CUST100450,34,Male,Tier 1,64245,0.6,23,8,77.77,686.07,Electronics,0.12,51.5,0.22,0.44,1,Low
CUST100451,45,Male,Tier 1,97615,2.8,29,6,108.19,629.91,Fashion,0.34,49.3,0.33,0.08,2,Low
CUST100452,24,Male,Tier 2,61374,3.3,3,8,81.62,639.22,Electronics,0.27,60.7,0.22,0.16,0,Low
CUST100453,40,Male,Tier 2,65492,2.5,14,8,81.48,583.04,Beauty,0.51,76.6,0.63,0.28,0,Low
CUST100454,29,Female,Tier 1,44738,2.1,17,8,57.39,396.8,Home & Furniture,0.44,78.7,0.13,0.13,0,Low
CUST100455,26,Male,Tier 3,56565,4.9,130,16,57.59,960.48,Beauty,0.69,65.5,0.32,0.03,0,Medium
CUST100456,33,Male,Tier 2,44224,0.2,14,2,62.87,109.31,Fashion,0.71,49.6,0.18,0.15,3,Medium
CUST100457,23,Female,Tier 3,38710,0.9,27,6,80.08,514.19,Fashion,0.31,50.8,0.72,0.01,0,Low
CUST100458,28,Male,Tier 3,37523,0.6,50,7,66.57,471.45,Electronics,0.26,60.1,0.57,0.0,1,Low
CUST100459,21,Female,Tier 2,35207,9.7,7,16,57.36,834.77,Fashion,0.27,83.7,0.54,0.11,2,Low
CUST100460,56,Male,Tier 1,116645,1.1,29,9,132.65,1208.01,Groceries,0.12,74.8,0.03,0.04,1,Low
CUST100461,35,Male,Tier 2,83964,2.9,60,12,84.4,916.48,Electronics,0.69,77.6,0.41,0.28,1,Low
CUST100462,27,Male,Tier 1,101366,2.5,90,4,96.85,380.28,Home & Furniture,0.42,21.4,0.28,0.39,0,Medium
CUST100463,37,Male,Tier 2,38787,0.5,44,9,41.11,403.24,Groceries,0.73,61.8,0.53,0.42,0,Low
CUST100464,33,Female,Tier 1,70482,0.6,49,5,76.86,379.91,Beauty,0.24,71.7,0.29,0.21,1,Medium
CUST100465,32,Male,Tier 2,35516,0.7,6,2,43.27,77.42,Fashion,0.08,48.1,0.23,0.27,1,Medium
CUST100466,41,Female,Tier 1,59877,1.2,131,7,88.02,657.51,Beauty,0.16,64.6,0.38,0.02,3,Medium
CUST100467,43,Male,Tier 1,56673,0.6,6,5,60.1,272.26,Sports,0.35,55.7,0.44,0.09,0,Medium
CUST100468,29,Male,Tier 1,89912,0.0,67,1,82.89,88.82,Beauty,0.36,47.4,0.3,0.25,0,Medium
CUST100469,28,Female,Tier 1,60067,4.7,13,8,99.19,788.6,Home & Furniture,0.59,51.1,0.48,0.14,0,Low
CUST100470,31,Male,Tier 2,77630,7.4,122,12,77.92,922.06,Beauty,0.85,48.6,0.33,0.06,1,Medium
CUST100471,18,Female,Tier 2,64074,0.9,57,7,75.7,585.77,Groceries,0.33,67.0,0.38,0.12,0,Low
CUST100472,18,Female,Tier 2,94665,0.9,63,7,105.66,785.91,Electronics,0.21,68.3,0.69,0.15,0,Medium
CUST100473,50,Female,Tier 1,49370,0.0,11,8,44.09,303.29,Home & Furniture,0.28,65.2,0.29,0.03,1,Low
CUST100474,53,Female,Tier 1,99866,2.5,26,9,121.75,1028.75,Home & Furniture,0.71,50.7,0.51,0.22,0,Low
CUST100475,32,Male,Tier 1,89435,3.8,43,11,104.09,1272.4,Sports,0.52,68.2,0.44,0.11,0,Low
CUST100476,41,Male,Tier 1,54879,0.3,66,7,89.11,533.63,Groceries,0.26,72.5,0.24,0.24,1,Medium
CUST100477,38,Male,Tier 3,74328,0.4,4,9,71.75,654.52,Fashion,0.19,88.5,0.32,0.04,1,Low
CUST100478,68,Female,Tier 1,89250,3.4,147,7,95.86,716.88,Home & Furniture,0.39,45.5,0.22,0.03,0,Medium
CUST100479,47,Female,Tier 1,70705,2.1,99,9,79.51,741.75,Sports,0.52,38.2,0.22,0.09,0,Medium
CUST100480,33,Male,Tier 1,54369,0.1,14,5,69.27,373.42,Electronics,0.4,68.7,0.27,0.08,1,Medium
CUST100481,24,Female,Tier 1,52656,2.1,77,9,42.06,404.17,Fashion,0.18,57.0,0.12,0.03,0,Medium
CUST100482,18,Male,Tier 2,90096,0.8,32,9,96.74,920.82,Groceries,0.35,76.1,0.41,0.16,0,Low
CUST100483,37,Female,Tier 2,60812,1.0,27,5,49.28,270.17,Electronics,0.07,60.7,0.25,0.24,0,Medium
CUST100484,26,Male,Tier 1,80478,3.2,16,9,92.44,868.32,Electronics,0.35,55.8,0.69,0.23,1,Low
CUST100485,19,Female,Tier 1,49363,3.7,39,7,29.21,198.48,Fashion,0.19,60.8,0.18,0.04,1,Low
CUST100486,27,Female,Tier 1,52762,1.1,58,5,36.19,179.43,Beauty,0.28,69.9,0.57,0.03,0,Medium
CUST100487,23,Male,Tier 1,84675,6.5,23,14,102.84,1533.37,Electronics,0.24,73.9,0.76,0.18,0,Low
CUST100488,53,Male,Tier 1,52907,1.1,44,5,55.89,311.0,Fashion,0.54,43.2,0.4,0.13,1,Medium
CUST100489,44,Male,Tier 3,51126,3.3,54,9,47.79,400.72,Home & Furniture,0.72,43.5,0.31,0.26,0,Low
CUST100490,34,Male,Tier 2,60212,1.5,55,7,89.24,595.08,Sports,0.33,49.2,0.3,0.04,1,Low
CUST100491,51,Male,Tier 2,68404,5.0,2,9,81.92,832.55,Sports,0.33,62.9,0.47,0.2,0,Low
CUST100492,35,Female,Tier 1,66776,5.2,88,13,88.73,1180.66,Fashion,0.71,77.0,0.4,0.23,0,Medium
CUST100493,25,Female,Tier 1,73124,0.2,27,9,78.44,637.97,Sports,0.43,51.8,0.13,0.1,1,Low
CUST100494,51,Female,Tier 2,78871,6.1,13,10,125.92,1321.04,Electronics,0.33,87.3,0.14,0.03,1,Low
CUST100495,40,Male,Tier 2,75223,3.8,12,11,73.62,929.05,Home & Furniture,0.7,54.8,0.67,0.31,0,Low
CUST100496,23,Female,Tier 2,37455,3.4,29,4,77.38,339.55,Groceries,0.09,83.1,0.06,0.07,2,Medium
CUST100497,32,Female,Tier 1,63685,0.5,98,7,72.15,542.28,Fashion,0.27,74.9,0.19,0.07,0,Medium
CUST100498,25,Male,Tier 2,77505,3.6,21,10,59.77,545.35,Groceries,0.23,69.6,0.57,0.03,1,Low
CUST100499,19,Female,Tier 1,79703,4.2,62,5,93.66,521.14,Electronics,0.56,34.0,0.34,0.1,0,Medium
CUST100500,45,Female,Tier 3,34288,0.8,4,3,53.29,161.11,Beauty,0.67,54.9,0.63,0.1,0,Medium
CUST100501,56,Male,Tier 2,74726,6.7,29,8,66.5,594.13,Fashion,0.69,58.5,0.42,0.07,2,Low
CUST100502,19,Male,Tier 2,17991,0.1,215,1,21.16,20.08,Groceries,0.19,15.2,0.21,0.16,1,High
CUST100503,41,Male,Tier 1,73244,0.4,66,11,80.67,770.78,Electronics,0.62,68.9,0.33,0.08,0,Medium
CUST100504,27,Male,Tier 2,90959,1.7,10,4,101.05,401.29,Electronics,0.23,47.1,0.11,0.16,0,Medium
CUST100505,29,Female,Tier 1,50537,1.9,31,6,25.05,139.92,Sports,0.36,50.3,0.36,0.35,0,Low
CUST100506,28,Female,Tier 1,52182,2.3,11,6,79.28,506.39,Home & Furniture,0.54,58.5,0.39,0.03,1,Low
CUST100507,25,Female,Tier 1,79752,0.0,23,6,79.04,539.27,Sports,0.51,52.8,0.07,0.13,0,Low
CUST100508,35,Male,Tier 2,32229,7.1,68,16,26.88,454.72,Fashion,0.17,100.0,0.12,0.06,1,Medium
CUST100509,25,Male,Tier 1,54610,0.1,66,0,79.62,0.0,Electronics,0.29,37.0,0.08,0.18,0,Medium
CUST100510,37,Female,Tier 1,81535,0.3,11,4,87.59,345.42,Groceries,0.25,62.2,0.43,0.04,0,Medium
CUST100511,34,Female,Tier 3,43182,0.0,114,7,74.23,561.95,Groceries,0.22,54.3,0.52,0.27,1,Medium
CUST100512,32,Male,Tier 1,64552,1.8,40,12,80.36,1063.56,Electronics,0.47,74.2,0.17,0.05,0,Low
CUST100513,25,Male,Tier 2,69395,5.9,21,8,77.81,661.86,Home & Furniture,0.11,69.0,0.02,0.08,2,Low
CUST100514,28,Female,Tier 1,74787,2.4,31,9,80.03,721.95,Fashion,0.26,75.5,0.39,0.09,0,Low
CUST100515,43,Male,Tier 1,78002,3.8,41,7,92.24,670.06,Electronics,0.37,63.1,0.34,0.08,2,Low
CUST100516,40,Male,Tier 2,55895,0.0,36,3,60.38,192.04,Fashion,0.19,55.1,0.49,0.04,1,Medium
CUST100517,24,Female,Tier 1,72261,1.7,29,8,67.43,499.48,Groceries,0.39,63.8,0.25,0.08,1,Low
CUST100518,36,Male,Tier 2,58172,1.4,31,3,77.63,254.52,Home & Furniture,0.64,51.2,0.35,0.27,0,Medium
CUST100519,43,Male,Tier 2,71440,1.5,8,10,77.37,878.22,Groceries,0.24,58.3,0.14,0.2,0,Low
CUST100520,18,Male,Tier 2,44255,0.2,75,2,57.38,113.56,Groceries,0.37,45.8,0.58,0.31,0,Medium
CUST100521,40,Male,Tier 2,58713,2.5,35,12,85.27,1084.96,Electronics,0.57,73.4,0.59,0.03,2,Low
CUST100522,27,Female,Tier 1,48980,1.5,6,6,59.11,379.88,Beauty,0.15,66.2,0.58,0.01,2,Low
CUST100523,41,Male,Tier 1,71769,3.2,65,6,80.03,503.55,Sports,0.46,57.7,0.27,0.04,0,Medium
CUST100524,26,Male,Tier 2,41801,1.5,121,5,45.84,232.44,Home & Furniture,0.4,45.1,0.34,0.01,0,Medium
CUST100525,18,Female,Tier 2,33147,0.4,132,3,54.08,180.82,Electronics,0.26,42.1,0.07,0.06,1,Medium
CUST100526,18,Female,Tier 3,52855,2.3,20,4,69.29,272.91,Groceries,0.36,49.4,0.23,0.3,0,Medium
CUST100527,35,Female,Tier 3,58829,0.4,6,5,82.54,358.36,Groceries,0.54,63.2,0.16,0.28,0,Medium
CUST100528,37,Male,Tier 3,69891,4.5,32,12,69.56,921.0,Sports,0.26,68.1,0.33,0.13,1,Low
CUST100529,25,Male,Tier 2,48239,2.1,5,6,53.33,336.68,Sports,0.55,63.7,0.45,0.18,0,Low
CUST100530,42,Female,Tier 1,80144,0.4,122,7,98.67,763.06,Beauty,0.14,63.8,0.39,0.37,0,Medium
CUST100531,18,Female,Tier 2,63114,7.2,9,8,76.38,544.78,Electronics,0.28,56.6,0.37,0.03,0,Low
CUST100532,34,Male,Tier 2,67605,1.6,13,6,62.74,323.45,Sports,0.57,67.9,0.41,0.18,1,Low
CUST100533,21,Male,Tier 1,49538,0.2,23,5,80.88,457.1,Groceries,0.13,58.1,0.38,0.13,1,Medium
CUST100534,27,Male,Tier 3,54488,2.2,21,4,39.93,142.84,Beauty,0.35,80.2,0.34,0.14,0,Medium
CUST100535,35,Female,Tier 3,61554,0.6,71,6,83.06,544.66,Fashion,0.42,52.3,0.23,0.02,2,Medium
CUST100536,25,Female,Tier 2,56129,3.6,27,14,47.8,734.09,Fashion,0.35,83.6,0.14,0.03,0,Low
CUST100537,30,Male,Tier 1,30443,3.7,8,12,73.66,939.26,Fashion,0.7,73.4,0.42,0.03,0,Low
CUST100538,46,Male,Tier 1,77288,8.5,13,19,61.24,1034.85,Electronics,0.33,70.0,0.12,0.05,0,Low
CUST100539,28,Female,Tier 3,92025,1.5,32,2,113.97,239.39,Fashion,0.66,44.6,0.44,0.04,1,Medium
CUST100540,44,Female,Tier 3,52119,1.3,7,5,62.21,347.36,Beauty,0.46,69.9,0.53,0.06,1,Medium
CUST100541,22,Male,Tier 1,51694,3.1,42,8,57.58,450.35,Electronics,0.23,56.6,0.19,0.05,0,Low
CUST100542,40,Female,Tier 1,78720,0.3,37,6,88.38,516.52,Electronics,0.44,31.7,0.39,0.13,2,Low
CUST100543,50,Female,Tier 3,66622,1.7,56,8,85.0,668.34,Electronics,0.29,60.0,0.55,0.1,2,Low
CUST100544,18,Male,Tier 1,84669,1.7,124,9,76.99,606.08,Fashion,0.57,42.5,0.11,0.42,1,Medium
CUST100545,26,Female,Tier 2,33758,0.2,109,1,35.89,40.11,Sports,0.65,42.7,0.24,0.09,0,Medium
CUST100546,41,Male,Tier 3,70564,1.2,131,4,88.55,393.43,Electronics,0.63,63.5,0.2,0.15,0,Medium
CUST100547,32,Female,Tier 1,79427,4.2,12,7,60.58,487.4,Electronics,0.56,72.0,0.27,0.17,1,Low
CUST100548,39,Female,Tier 2,59041,4.3,6,5,60.44,309.92,Beauty,0.29,77.8,0.39,0.5,0,Medium
CUST100549,28,Female,Tier 1,73296,0.2,16,9,126.69,1226.13,Beauty,0.41,59.7,0.48,0.18,0,Low
CUST100550,35,Female,Tier 1,88530,0.2,101,6,79.25,433.09,Electronics,0.18,50.2,0.07,0.13,1,Medium
CUST100551,33,Male,Tier 3,69901,0.7,160,2,95.47,200.54,Home & Furniture,0.79,25.5,0.35,0.15,0,High
CUST100552,47,Female,Tier 1,54225,4.6,88,13,56.4,766.14,Groceries,0.31,59.0,0.08,0.01,0,Medium
CUST100553,37,Female,Tier 3,70562,0.3,5,6,86.44,581.06,Home & Furniture,0.57,50.4,0.7,0.19,2,Low
CUST100554,38,Male,Tier 2,60035,2.8,132,4,79.84,351.05,Groceries,0.1,29.1,0.65,0.17,0,Medium
CUST100555,30,Female,Tier 1,69311,0.2,24,4,94.69,428.58,Sports,0.4,72.0,0.25,0.03,1,Medium
CUST100556,29,Female,Tier 1,68917,2.1,1,6,74.43,495.99,Electronics,0.11,36.8,0.09,0.28,0,Low
CUST100557,30,Male,Tier 1,65295,1.0,26,8,104.25,926.25,Fashion,0.73,79.8,0.27,0.01,1,Low
CUST100558,39,Female,Tier 1,93050,3.4,2,7,88.7,539.63,Fashion,0.32,78.8,0.1,0.07,1,Low
CUST100559,30,Female,Tier 1,66493,0.6,35,7,78.92,609.78,Fashion,0.52,66.5,0.35,0.25,0,Low
CUST100560,38,Male,Tier 1,51048,2.2,18,6,66.22,410.13,Sports,0.48,46.8,0.32,0.05,1,Low
CUST100561,57,Female,Tier 2,61716,0.6,28,5,54.6,263.21,Groceries,0.15,38.2,0.43,0.09,1,Medium
CUST100562,44,Male,Tier 2,66816,2.8,42,6,71.39,371.35,Electronics,0.29,51.2,0.19,0.2,0,Low
CUST100563,31,Male,Tier 2,80525,4.6,91,8,89.53,754.42,Fashion,0.34,64.4,0.19,0.12,0,Medium
CUST100564,48,Male,Tier 2,76055,0.3,48,7,76.9,510.56,Fashion,0.06,59.2,0.17,0.21,0,Low
CUST100565,30,Female,Tier 1,52690,4.4,25,5,100.52,497.74,Sports,0.5,45.0,0.2,0.09,1,Medium
CUST100566,18,Female,Tier 1,107933,2.0,77,8,97.36,821.34,Groceries,0.08,72.1,0.31,0.06,0,Medium
CUST100567,23,Male,Tier 2,59965,0.3,106,6,87.66,590.93,Groceries,0.56,71.6,0.44,0.05,0,Medium
CUST100568,18,Male,Tier 2,76157,1.2,5,4,96.31,422.85,Home & Furniture,0.47,54.8,0.41,0.07,0,Medium
CUST100569,31,Female,Tier 1,65669,0.4,34,1,74.52,73.42,Home & Furniture,0.65,49.9,0.53,0.03,1,Medium
CUST100570,35,Male,Tier 3,64600,2.7,15,5,60.86,294.06,Groceries,0.05,40.4,0.33,0.07,0,Medium
CUST100571,53,Female,Tier 2,82310,3.1,2,14,77.07,994.75,Fashion,0.77,72.8,0.3,0.08,1,Low
CUST100572,38,Female,Tier 2,83127,0.2,49,6,81.5,470.29,Beauty,0.04,63.2,0.58,0.08,0,Low
CUST100573,32,Male,Tier 1,87832,1.6,89,7,66.41,410.63,Home & Furniture,0.51,59.4,0.41,0.27,0,Medium
CUST100574,44,Female,Tier 2,79299,3.7,8,5,71.03,405.34,Home & Furniture,0.1,53.1,0.07,0.13,0,Medium
CUST100575,18,Male,Tier 2,47528,6.1,75,7,37.37,267.39,Sports,0.32,53.2,0.51,0.25,0,Medium
CUST100576,37,Female,Tier 2,50508,1.6,86,10,82.28,730.93,Beauty,0.1,56.0,0.09,0.02,1,Medium
CUST100577,43,Female,Tier 2,69186,6.6,110,8,86.93,664.73,Beauty,0.25,51.7,0.18,0.22,0,Medium
CUST100578,18,Female,Tier 3,64996,1.7,13,8,85.95,697.3,Sports,0.48,69.8,0.48,0.06,0,Low
CUST100579,47,Male,Tier 2,60791,1.1,105,1,79.49,80.27,Electronics,0.48,17.9,0.28,0.07,1,Medium
CUST100580,38,Female,Tier 1,90373,4.1,17,14,97.82,1178.64,Groceries,0.29,75.4,0.16,0.08,1,Low
CUST100581,30,Male,Tier 2,84147,1.5,36,8,112.03,1017.46,Groceries,0.65,66.6,0.26,0.31,1,Low
CUST100582,41,Male,Tier 2,45906,1.4,2,2,49.09,91.56,Fashion,0.12,47.0,0.47,0.37,0,Medium
CUST100583,59,Male,Tier 2,54535,1.5,2,12,67.05,687.82,Beauty,0.11,68.0,0.16,0.21,0,Low
CUST100584,37,Female,Tier 1,68273,4.1,57,2,88.1,153.81,Home & Furniture,0.11,42.9,0.2,0.42,0,Medium
CUST100585,37,Female,Tier 1,76337,3.9,26,7,63.8,457.34,Home & Furniture,0.35,55.7,0.73,0.21,0,Low
CUST100586,29,Female,Tier 3,43157,1.1,13,4,102.41,365.13,Sports,0.08,56.8,0.24,0.05,0,Medium
CUST100587,25,Female,Tier 2,80339,0.9,9,6,87.38,452.2,Fashion,0.39,62.6,0.2,0.17,0,Low
CUST100588,44,Male,Tier 3,66233,1.5,49,5,77.32,372.64,Home & Furniture,0.43,29.9,0.69,0.2,3,Medium
CUST100589,25,Female,Tier 2,56710,1.9,1,12,86.11,1071.38,Groceries,0.3,81.7,0.39,0.43,3,Low
CUST100590,35,Male,Tier 2,34153,0.6,73,3,62.19,164.84,Fashion,0.11,45.2,0.52,0.2,1,Medium
CUST100591,29,Female,Tier 2,33915,3.5,3,5,48.83,230.48,Electronics,0.57,82.9,0.3,0.04,0,Medium
CUST100592,40,Female,Tier 3,62058,1.5,9,5,73.67,359.26,Beauty,0.42,44.8,0.38,0.08,0,Medium
CUST100593,38,Female,Tier 2,22813,0.9,21,2,16.45,29.54,Groceries,0.34,41.5,0.62,0.12,1,Medium
CUST100594,46,Female,Tier 2,82627,0.2,29,9,80.51,725.91,Beauty,0.25,62.7,0.49,0.16,0,Low
CUST100595,29,Male,Tier 1,64753,0.6,19,10,81.72,715.51,Groceries,0.46,73.1,0.41,0.17,1,Low
CUST100596,32,Male,Tier 2,117175,6.6,17,9,124.3,966.51,Electronics,0.77,42.9,0.26,0.27,2,Low
CUST100597,24,Female,Tier 2,97142,0.8,149,5,119.27,599.9,Fashion,0.24,35.2,0.29,0.14,0,Medium
CUST100598,30,Male,Tier 1,64733,0.4,46,5,72.14,333.42,Fashion,0.21,62.5,0.41,0.04,0,Medium
CUST100599,39,Male,Tier 1,69685,1.4,1,4,57.26,201.24,Sports,0.16,46.5,0.2,0.06,2,Medium
CUST100600,43,Male,Tier 1,91120,0.8,25,5,111.78,546.14,Electronics,0.41,73.9,0.22,0.12,0,Medium
CUST100601,24,Female,Tier 1,96257,0.1,93,5,121.76,684.62,Sports,0.54,45.3,0.49,0.14,0,Medium
CUST100602,44,Male,Tier 1,44115,0.9,16,1,70.24,74.96,Sports,0.16,39.6,0.45,0.04,1,Medium
CUST100603,49,Male,Tier 1,43445,1.7,4,6,53.75,353.04,Sports,0.38,68.9,0.3,0.15,0,Low
CUST100604,39,Female,Tier 3,45403,1.8,63,12,73.5,980.41,Groceries,0.35,87.0,0.18,0.25,1,Medium
CUST100605,55,Female,Tier 2,78489,1.0,41,3,136.84,468.73,Sports,0.41,56.9,0.56,0.02,0,Medium
CUST100606,26,Male,Tier 1,75343,1.3,38,8,84.51,729.47,Fashion,0.45,77.3,0.39,0.03,1,Low
CUST100607,21,Male,Tier 1,83655,7.4,2,11,70.04,795.5,Electronics,0.3,91.9,0.17,0.27,0,Low
CUST100608,18,Male,Tier 2,31605,1.0,6,7,37.54,252.17,Fashion,0.14,52.3,0.7,0.15,1,Low
CUST100609,51,Male,Tier 1,34709,0.7,43,6,58.31,316.45,Sports,0.15,69.0,0.43,0.22,2,Low
CUST100610,42,Male,Tier 3,73244,0.6,10,6,56.96,360.9,Electronics,0.23,42.7,0.17,0.06,1,Low
CUST100611,34,Female,Tier 2,44692,1.3,31,9,59.78,617.91,Groceries,0.51,70.0,0.21,0.06,0,Low
CUST100612,38,Female,Tier 2,24867,3.1,35,9,46.43,413.78,Electronics,0.17,63.6,0.19,0.27,0,Low
CUST100613,22,Female,Tier 1,67411,0.5,15,5,99.2,529.28,Fashion,0.41,73.4,0.38,0.02,0,Medium
CUST100614,61,Male,Tier 2,84677,2.7,133,5,110.22,550.29,Electronics,0.41,60.8,0.21,0.35,1,Medium
CUST100615,36,Female,Tier 1,68202,0.0,83,6,89.8,527.8,Beauty,0.86,60.5,0.44,0.07,0,Medium
CUST100616,36,Male,Tier 3,47158,1.2,57,4,26.86,104.55,Groceries,0.66,55.9,0.42,0.01,1,Medium
CUST100617,42,Female,Tier 2,59931,3.3,3,12,83.76,1006.51,Beauty,0.51,79.8,0.18,0.15,1,Low
CUST100618,40,Female,Tier 1,65329,0.9,5,5,85.02,408.13,Home & Furniture,0.29,60.2,0.25,0.01,0,Medium
CUST100619,37,Male,Tier 1,46535,1.8,30,10,62.62,672.93,Sports,0.31,66.3,0.23,0.22,0,Low
CUST100620,26,Female,Tier 1,53535,0.5,7,6,38.66,258.0,Groceries,0.44,78.6,0.29,0.2,0,Low
CUST100621,40,Male,Tier 2,71383,3.0,172,9,67.83,680.59,Groceries,0.16,69.6,0.14,0.01,0,Medium
CUST100622,55,Female,Tier 1,83790,0.1,7,3,72.32,199.24,Groceries,0.35,53.6,0.21,0.15,0,Medium
CUST100623,49,Male,Tier 2,68625,4.2,30,8,46.96,420.3,Groceries,0.66,65.9,0.2,0.1,0,Low
CUST100624,52,Male,Tier 1,58887,0.5,20,2,69.03,131.5,Beauty,0.08,53.0,0.3,0.17,1,Medium
CUST100625,29,Female,Tier 2,54332,4.6,45,12,53.31,603.12,Groceries,0.18,50.2,0.25,0.14,1,Low
CUST100626,24,Male,Tier 3,15000,1.0,6,4,71.88,307.08,Beauty,0.76,53.4,0.61,0.29,0,Medium
CUST100627,33,Female,Tier 2,62412,2.8,25,6,69.48,392.45,Home & Furniture,0.54,78.7,0.58,0.01,0,Low
CUST100628,35,Male,Tier 2,85719,0.8,14,9,110.84,863.78,Electronics,0.54,57.6,0.34,0.11,0,Low
CUST100629,47,Female,Tier 1,48265,5.2,98,9,36.68,317.6,Groceries,0.51,83.6,0.47,0.04,2,Medium
CUST100630,18,Female,Tier 1,52653,0.3,1,2,55.93,119.29,Electronics,0.17,68.0,0.36,0.19,2,Medium
CUST100631,51,Male,Tier 2,72323,0.4,110,8,81.72,619.82,Groceries,0.5,59.8,0.18,0.08,0,Medium
CUST100632,33,Male,Tier 1,91751,1.5,80,4,82.84,344.24,Home & Furniture,0.23,56.7,0.23,0.15,0,Medium
CUST100633,30,Male,Tier 1,59931,0.2,15,5,63.61,333.33,Sports,0.51,47.5,0.3,0.02,0,Medium
CUST100634,23,Male,Tier 1,52739,0.5,70,5,60.68,324.67,Electronics,0.27,49.8,0.34,0.1,2,Medium
CUST100635,18,Male,Tier 1,27759,6.3,1,6,39.62,266.04,Electronics,0.77,79.2,0.34,0.08,0,Low
CUST100636,44,Female,Tier 1,75461,8.3,153,8,110.71,867.76,Electronics,0.12,43.3,0.4,0.05,2,Medium
CUST100637,35,Female,Tier 3,91757,1.0,33,2,102.14,183.84,Fashion,0.18,63.4,0.17,0.07,0,Medium
CUST100638,20,Female,Tier 1,68992,5.6,16,11,84.69,880.98,Beauty,0.57,53.9,0.63,0.18,0,Low
CUST100639,20,Female,Tier 2,53598,1.7,20,8,72.76,570.23,Beauty,0.34,49.6,0.38,0.23,0,Low
CUST100640,31,Female,Tier 1,74197,0.7,3,4,91.02,387.44,Home & Furniture,0.44,80.5,0.45,0.22,0,Medium
CUST100641,53,Female,Tier 2,67000,2.7,204,8,74.59,509.56,Beauty,0.53,45.5,0.12,0.24,0,Medium
CUST100642,32,Male,Tier 1,54165,2.4,1,9,60.33,512.96,Fashion,0.41,61.4,0.37,0.02,2,Low
CUST100643,18,Female,Tier 3,63019,9.9,47,9,75.02,731.86,Electronics,0.23,79.7,0.6,0.18,2,Low
CUST100644,32,Female,Tier 3,57863,0.7,26,8,85.57,719.65,Electronics,0.27,78.3,0.18,0.19,1,Low
CUST100645,32,Female,Tier 1,69117,2.5,133,11,94.49,1111.65,Beauty,0.17,69.7,0.34,0.04,1,Medium
CUST100646,18,Male,Tier 3,30643,0.1,12,4,41.93,183.41,Home & Furniture,0.57,50.0,0.34,0.12,0,Medium
CUST100647,34,Male,Tier 3,78063,0.3,34,2,96.57,209.55,Home & Furniture,0.6,47.2,0.31,0.01,0,Medium
CUST100648,32,Male,Tier 3,65764,0.0,29,5,71.88,379.04,Fashion,0.17,60.8,0.28,0.38,0,Medium
CUST100649,42,Female,Tier 3,47847,12.0,54,21,60.38,1245.03,Fashion,0.33,94.9,0.13,0.09,1,Low
CUST100650,55,Female,Tier 1,96032,3.6,3,9,92.92,957.61,Sports,0.72,61.6,0.45,0.13,1,Low
CUST100651,47,Male,Tier 2,55843,3.4,9,9,63.81,586.19,Electronics,0.41,69.1,0.2,0.15,0,Low
CUST100652,32,Female,Tier 1,54723,1.6,10,5,85.72,390.38,Home & Furniture,0.61,62.2,0.44,0.1,1,Medium
CUST100653,22,Male,Tier 1,51125,0.8,60,5,63.99,300.06,Fashion,0.27,69.4,0.48,0.07,0,Medium
CUST100654,63,Male,Tier 3,34320,0.4,9,4,50.63,214.28,Electronics,0.5,66.2,0.22,0.12,3,Medium
CUST100655,35,Male,Tier 1,78487,0.7,38,6,63.7,430.9,Home & Furniture,0.5,40.1,0.36,0.02,0,Low
CUST100656,35,Female,Tier 2,27039,1.0,10,5,37.89,171.19,Fashion,0.77,56.4,0.75,0.08,3,Medium
CUST100657,34,Female,Tier 3,32488,3.1,89,10,43.45,380.06,Home & Furniture,0.12,50.0,0.33,0.16,1,Medium
