CustomerID,Age,Gender,CityTier,AnnualIncome,MembershipYears,RecencyDays,Frequency,AvgOrderValue,TotalSpend,PreferredCategory,DiscountSensitivity,OnlineEngagementScore,CartAbandonRate,ReturnsRate,SupportTickets,ChurnRisk,Segment,PC1,PC2,SegmentName
CUST100598,30,Male,Tier 1,64733,0.4,46,5,72.14,333.42,Fashion,0.21,62.5,0.41,0.04,0,Medium,1,-0.7813611016524526,0.3908953200077865,Mainstream Regulars
CUST100599,39,Male,Tier 1,69685,1.4,1,4,57.26,201.24,Sports,0.16,46.5,0.2,0.06,2,Medium,3,-1.3558713584602644,0.2255023857126241,Budget-Conscious / New
CUST100600,43,Male,Tier 1,91120,0.8,25,5,111.78,546.14,Electronics,0.41,73.9,0.22,0.12,0,Medium,1,0.8881414022911766,1.837844396857132,Mainstream Regulars
CUST100601,24,Female,Tier 1,96257,0.1,93,5,121.76,684.62,Sports,0.54,45.3,0.49,0.14,0,Medium,1,0.3909801533826987,3.163691829666353,Mainstream Regulars
CUST100602,44,Male,Tier 1,44115,0.9,16,1,70.24,74.96,Sports,0.16,39.6,0.45,0.04,1,Medium,3,-2.4918625911355745,0.3211959542506627,Budget-Conscious / New
CUST100603,49,Male,Tier 1,43445,1.7,4,6,53.75,353.04,Sports,0.38,68.9,0.3,0.15,0,Low,3,-0.723166945708785,-1.242259647834559,Budget-Conscious / New
CUST100604,39,Female,Tier 3,45403,1.8,63,12,73.5,980.41,Groceries,0.35,87.0,0.18,0.25,1,Medium,2,1.7383443913905992,-1.264163793207009,Champions (High-Value Loyal)
CUST100605,55,Female,Tier 2,78489,1.0,41,3,136.84,468.73,Sports,0.41,56.9,0.56,0.02,0,Medium,1,0.2190302549882408,2.628329692881079,Mainstream Regulars
CUST100606,26,Male,Tier 1,75343,1.3,38,8,84.51,729.47,Fashion,0.45,77.3,0.39,0.03,1,Low,1,1.1325997029938863,0.3609063799357128,Mainstream Regulars
CUST100607,21,Male,Tier 1,83655,7.4,2,11,70.04,795.5,Electronics,0.3,91.9,0.17,0.27,0,Low,2,3.075654636916021,-1.4147007973099133,Champions (High-Value Loyal)
CUST100608,18,Male,Tier 2,31605,1.0,6,7,37.54,252.17,Fashion,0.14,52.3,0.7,0.15,1,Low,3,-1.6632553952206597,-1.6439848604243397,Budget-Conscious / New
CUST100609,51,Male,Tier 1,34709,0.7,43,6,58.31,316.45,Sports,0.15,69.0,0.43,0.22,2,Low,3,-1.1171344722753644,-1.0965807580843534,Budget-Conscious / New
CUST100610,42,Male,Tier 3,73244,0.6,10,6,56.96,360.9,Electronics,0.23,42.7,0.17,0.06,1,Low,1,-1.0119364603694168,0.4158439799928263,Mainstream Regulars
CUST100611,34,Female,Tier 2,44692,1.3,31,9,59.78,617.91,Groceries,0.51,70.0,0.21,0.06,0,Low,3,0.1232164034615835,-1.1277589671937494,Budget-Conscious / New
CUST100612,38,Female,Tier 2,24867,3.1,35,9,46.43,413.78,Electronics,0.17,63.6,0.19,0.27,0,Low,3,-0.5453477389956626,-2.2260545499307858,Budget-Conscious / New
CUST100613,22,Female,Tier 1,67411,0.5,15,5,99.2,529.28,Fashion,0.41,73.4,0.38,0.02,0,Medium,1,0.2777988909419975,0.8620312123167944,Mainstream Regulars
CUST100614,61,Male,Tier 2,84677,2.7,133,5,110.22,550.29,Electronics,0.41,60.8,0.21,0.35,1,Medium,0,0.5615274613436554,1.9048645577089889,At-Risk / Dormant
CUST100615,36,Female,Tier 1,68202,0.0,83,6,89.8,527.8,Beauty,0.86,60.5,0.44,0.07,0,Medium,1,-0.2333086369257487,1.114456338650843,Mainstream Regulars
CUST100616,36,Male,Tier 3,47158,1.2,57,4,26.86,104.55,Groceries,0.66,55.9,0.42,0.01,1,Medium,3,-2.209432788778009,-1.1921630079241003,Budget-Conscious / New
CUST100617,42,Female,Tier 2,59931,3.3,3,12,83.76,1006.51,Beauty,0.51,79.8,0.18,0.15,1,Low,2,2.3697326686416056,-0.8727880940749495,Champions (High-Value Loyal)
CUST100618,40,Female,Tier 1,65329,0.9,5,5,85.02,408.13,Home & Furniture,0.29,60.2,0.25,0.01,0,Medium,1,-0.3569133110753959,0.5850720046038107,Mainstream Regulars
CUST100619,37,Male,Tier 1,46535,1.8,30,10,62.62,672.93,Sports,0.31,66.3,0.23,0.22,0,Low,3,0.421514801430415,-1.0873168491692309,Budget-Conscious / New
CUST100620,26,Female,Tier 1,53535,0.5,7,6,38.66,258.0,Groceries,0.44,78.6,0.29,0.2,0,Low,3,-0.9074163146945692,-1.3435258258632354,Budget-Conscious / New
CUST100621,40,Male,Tier 2,71383,3.0,172,9,67.83,680.59,Groceries,0.16,69.6,0.14,0.01,0,Medium,0,0.7320328998941463,0.0267459163048305,At-Risk / Dormant
CUST100622,55,Female,Tier 1,83790,0.1,7,3,72.32,199.24,Groceries,0.35,53.6,0.21,0.15,0,Medium,1,-1.1495570511269355,1.18788619479007,Mainstream Regulars
CUST100623,49,Male,Tier 2,68625,4.2,30,8,46.96,420.3,Groceries,0.66,65.9,0.2,0.1,0,Low,3,0.2802277177868194,-1.118439507110149,Budget-Conscious / New
CUST100624,52,Male,Tier 1,58887,0.5,20,2,69.03,131.5,Beauty,0.08,53.0,0.3,0.17,1,Medium,3,-1.80899925912374,0.4501520671249098,Budget-Conscious / New
CUST100625,29,Female,Tier 2,54332,4.6,45,12,53.31,603.12,Groceries,0.18,50.2,0.25,0.14,1,Low,2,0.6637237088926355,-1.3709487084924863,Champions (High-Value Loyal)
CUST100626,24,Male,Tier 3,15000,1.0,6,4,71.88,307.08,Beauty,0.76,53.4,0.61,0.29,0,Medium,3,-1.7731167315367855,-1.0030097941607397,Budget-Conscious / New
CUST100627,33,Female,Tier 2,62412,2.8,25,6,69.48,392.45,Home & Furniture,0.54,78.7,0.58,0.01,0,Low,3,0.2224628802005796,-0.5996206079606484,Budget-Conscious / New
CUST100628,35,Male,Tier 2,85719,0.8,14,9,110.84,863.78,Electronics,0.54,57.6,0.34,0.11,0,Low,1,1.5093588454149016,1.67119616581288,Mainstream Regulars
CUST100629,47,Female,Tier 1,48265,5.2,98,9,36.68,317.6,Groceries,0.51,83.6,0.47,0.04,2,Medium,3,0.2316705608349215,-2.367159263202476,Budget-Conscious / New
CUST100630,18,Female,Tier 1,52653,0.3,1,2,55.93,119.29,Electronics,0.17,68.0,0.36,0.19,2,Medium,3,-1.7442560333342776,-0.3922921994421011,Budget-Conscious / New
CUST100631,51,Male,Tier 2,72323,0.4,110,8,81.72,619.82,Groceries,0.5,59.8,0.18,0.08,0,Medium,0,0.1475157421527654,0.9084053017872654,At-Risk / Dormant
CUST100632,33,Male,Tier 1,91751,1.5,80,4,82.84,344.24,Home & Furniture,0.23,56.7,0.23,0.15,0,Medium,1,-0.3526750641846951,1.5654831938931633,Mainstream Regulars
CUST100633,30,Male,Tier 1,59931,0.2,15,5,63.61,333.33,Sports,0.51,47.5,0.3,0.02,0,Medium,3,-1.2868550476065068,0.2692585938016544,Budget-Conscious / New
CUST100634,23,Male,Tier 1,52739,0.5,70,5,60.68,324.67,Electronics,0.27,49.8,0.34,0.1,2,Medium,3,-1.467642323366295,0.0654118438578736,Budget-Conscious / New
CUST100635,18,Male,Tier 1,27759,6.3,1,6,39.62,266.04,Electronics,0.77,79.2,0.34,0.08,0,Low,3,-0.2544118531344003,-3.036681694042223,Budget-Conscious / New
CUST100636,44,Female,Tier 1,75461,8.3,153,8,110.71,867.76,Electronics,0.12,43.3,0.4,0.05,2,Medium,0,1.879129459035063,0.952448447038577,At-Risk / Dormant
CUST100637,35,Female,Tier 3,91757,1.0,33,2,102.14,183.84,Fashion,0.18,63.4,0.17,0.07,0,Medium,1,-0.4656234103631102,1.9991137344133976,Mainstream Regulars
CUST100638,20,Female,Tier 1,68992,5.6,16,11,84.69,880.98,Beauty,0.57,53.9,0.63,0.18,0,Low,2,1.9484718746602243,-0.347090440958454,Champions (High-Value Loyal)
CUST100639,20,Female,Tier 2,53598,1.7,20,8,72.76,570.23,Beauty,0.34,49.6,0.38,0.23,0,Low,1,-0.1634028974438728,-0.1586915980092284,Mainstream Regulars
CUST100640,31,Female,Tier 1,74197,0.7,3,4,91.02,387.44,Home & Furniture,0.44,80.5,0.45,0.22,0,Medium,1,0.132530333169759,0.6934553078972533,Mainstream Regulars
CUST100641,53,Female,Tier 2,67000,2.7,204,8,74.59,509.56,Beauty,0.53,45.5,0.12,0.24,0,Medium,0,-0.3499680006486793,0.7597287706194467,At-Risk / Dormant
CUST100642,32,Male,Tier 1,54165,2.4,1,9,60.33,512.96,Fashion,0.41,61.4,0.37,0.02,2,Low,3,0.1646635493583388,-0.9636741417152448,Budget-Conscious / New
CUST100643,18,Female,Tier 3,63019,9.9,47,9,75.02,731.86,Electronics,0.23,79.7,0.6,0.18,2,Low,2,2.4852183567875725,-1.7466392521473264,Champions (High-Value Loyal)
CUST100644,32,Female,Tier 3,57863,0.7,26,8,85.57,719.65,Electronics,0.27,78.3,0.18,0.19,1,Low,1,0.7996941999243457,-0.0731451897281362,Mainstream Regulars
CUST100645,32,Female,Tier 1,69117,2.5,133,11,94.49,1111.65,Beauty,0.17,69.7,0.34,0.04,1,Medium,2,2.031593365887255,0.5083637793217141,Champions (High-Value Loyal)
CUST100646,18,Male,Tier 3,30643,0.1,12,4,41.93,183.41,Home & Furniture,0.57,50.0,0.34,0.12,0,Medium,3,-2.372641011057775,-1.109239006028739,Budget-Conscious / New
CUST100647,34,Male,Tier 3,78063,0.3,34,2,96.57,209.55,Home & Furniture,0.6,47.2,0.31,0.01,0,Medium,1,-1.2149264667561095,1.9101009559054845,Mainstream Regulars
CUST100648,32,Male,Tier 3,65764,0.0,29,5,71.88,379.04,Fashion,0.17,60.8,0.28,0.38,0,Medium,1,-0.765958097527409,0.4672717533393207,Mainstream Regulars
CUST100649,42,Female,Tier 3,47847,12.0,54,21,60.38,1245.03,Fashion,0.33,94.9,0.13,0.09,1,Low,2,5.261758859767599,-4.090933172464538,Champions (High-Value Loyal)
CUST100650,55,Female,Tier 1,96032,3.6,3,9,92.92,957.61,Sports,0.72,61.6,0.45,0.13,1,Low,2,2.192279598893099,0.9494759476230592,Champions (High-Value Loyal)
CUST100651,47,Male,Tier 2,55843,3.4,9,9,63.81,586.19,Electronics,0.41,69.1,0.2,0.15,0,Low,3,0.6925504150343869,-1.1065125302406265,Budget-Conscious / New
CUST100652,32,Female,Tier 1,54723,1.6,10,5,85.72,390.38,Home & Furniture,0.61,62.2,0.44,0.1,1,Medium,1,-0.386944197966846,0.1577017880822577,Mainstream Regulars
CUST100653,22,Male,Tier 1,51125,0.8,60,5,63.99,300.06,Fashion,0.27,69.4,0.48,0.07,0,Medium,3,-0.958839581152774,-0.3719067128799903,Budget-Conscious / New
CUST100654,63,Male,Tier 3,34320,0.4,9,4,50.63,214.28,Electronics,0.5,66.2,0.22,0.12,3,Medium,3,-1.7128523120898045,-1.1578430706663572,Budget-Conscious / New
CUST100655,35,Male,Tier 1,78487,0.7,38,6,63.7,430.9,Home & Furniture,0.5,40.1,0.36,0.02,0,Low,1,-0.829935820319402,0.8741048387015118,Mainstream Regulars
CUST100656,35,Female,Tier 2,27039,1.0,10,5,37.89,171.19,Fashion,0.77,56.4,0.75,0.08,3,Medium,3,-2.05416106714026,-1.6824493163469882,Budget-Conscious / New
CUST100657,34,Female,Tier 3,32488,3.1,89,10,43.45,380.06,Home & Furniture,0.12,50.0,0.33,0.16,1,Medium,3,-0.8153148238550818,-1.7313435466666514,Budget-Conscious / New
CUST100658,37,Male,Tier 3,18439,1.7,128,9,22.93,229.99,Home & Furniture,0.87,62.0,0.34,0.48,0,Medium,3,-1.741242117926706,-2.4881221468969645,Budget-Conscious / New
CUST100659,33,Female,Tier 3,52650,0.2,32,5,64.2,360.99,Groceries,0.69,67.9,0.26,0.05,0,Medium,3,-0.9104725531176272,-0.2726856491473103,Budget-Conscious / New
CUST100660,28,Male,Tier 1,64494,0.0,19,2,67.31,125.59,Home & Furniture,0.41,53.3,0.32,0.1,1,Medium,3,-1.830476367736304,0.63833136734207,Budget-Conscious / New
CUST100661,28,Female,Tier 1,61319,0.2,11,7,72.3,487.47,Groceries,0.55,59.7,0.14,0.2,0,Low,1,-0.3271652624536405,0.1354726067454233,Mainstream Regulars
CUST100662,34,Female,Tier 1,50833,1.2,2,4,64.18,269.06,Fashion,0.32,58.6,0.35,0.1,1,Medium,3,-1.2062716074842552,-0.3306469819253358,Budget-Conscious / New
CUST100663,29,Female,Tier 1,46499,6.0,14,7,44.41,295.01,Home & Furniture,0.57,65.1,0.33,0.06,0,Low,3,-0.1178619173917372,-2.084438952402408,Budget-Conscious / New
CUST100664,27,Male,Tier 1,75158,2.2,47,9,76.65,767.9,Groceries,0.19,55.6,0.17,0.1,1,Low,1,0.8584062712780426,0.3915486283221529,Mainstream Regulars
CUST100665,36,Female,Tier 1,60490,3.6,34,9,71.57,568.3,Electronics,0.44,50.0,0.14,0.04,0,Low,1,0.3743004484348134,-0.3506045745983575,Mainstream Regulars
CUST100666,32,Female,Tier 2,64494,1.4,129,1,91.51,78.83,Beauty,0.44,14.5,0.22,0.27,1,High,0,-2.627172149422602,2.2250943388211826,At-Risk / Dormant
CUST100667,51,Male,Tier 2,50465,1.0,22,6,65.9,360.82,Groceries,0.64,75.0,0.19,0.33,2,Low,3,-0.4576049149015377,-0.6790350665209897,Budget-Conscious / New
CUST100668,18,Female,Tier 1,66459,0.3,53,4,65.45,245.0,Beauty,0.29,58.7,0.38,0.23,1,Medium,3,-1.2471874990842833,0.4513139397524494,Budget-Conscious / New
CUST100669,47,Male,Tier 2,88259,4.6,30,9,99.53,791.75,Beauty,0.17,69.4,0.07,0.09,0,Low,2,2.182363941074931,0.6341258070602999,Champions (High-Value Loyal)
CUST100670,48,Female,Tier 1,85750,3.4,32,8,117.07,814.53,Fashion,0.73,78.0,0.15,0.17,1,Low,1,2.26054397209481,1.129949406108362,Mainstream Regulars
CUST100671,18,Male,Tier 1,55776,0.4,14,6,80.23,518.29,Groceries,0.49,45.5,0.5,0.08,0,Low,1,-0.7012797335190145,0.5282423151347315,Mainstream Regulars
CUST100672,31,Female,Tier 2,63029,1.6,27,4,80.74,290.43,Fashion,0.35,34.5,0.22,0.14,0,Medium,1,-1.306583122375044,0.940260531376869,Mainstream Regulars
CUST100673,30,Female,Tier 2,53668,1.5,28,4,75.61,340.0,Fashion,0.39,59.8,0.44,0.1,0,Medium,3,-0.8711109385477652,0.0641132372174085,Budget-Conscious / New
CUST100674,19,Male,Tier 2,53741,2.2,55,5,86.38,414.8,Beauty,0.68,58.0,0.17,0.04,2,Medium,1,-0.4456933307209015,0.2780278962318069,Mainstream Regulars
CUST100675,26,Male,Tier 1,60539,6.4,127,10,86.58,910.11,Home & Furniture,0.31,36.5,0.55,0.05,0,Medium,0,1.2397729161903976,0.1135964079015667,At-Risk / Dormant
CUST100676,22,Male,Tier 3,46841,1.9,17,7,67.54,433.83,Electronics,0.38,66.6,0.35,0.05,0,Low,3,-0.2634899101582457,-0.8071263189256535,Budget-Conscious / New
CUST100677,54,Male,Tier 2,71417,1.7,1,10,95.54,880.97,Groceries,0.38,65.1,0.36,0.07,0,Low,1,1.607692377935798,0.4517635244765754,Mainstream Regulars
CUST100678,45,Male,Tier 2,46119,0.1,30,7,42.21,302.09,Sports,0.44,51.3,0.29,0.06,0,Low,3,-1.5226228260729242,-0.8575100987548177,Budget-Conscious / New
CUST100679,48,Female,Tier 2,46914,0.1,35,3,36.56,111.68,Groceries,0.45,48.5,0.17,0.25,0,Medium,3,-2.527887976902001,-0.6078756567591641,Budget-Conscious / New
CUST100680,42,Male,Tier 3,32806,0.5,8,1,49.69,53.7,Home & Furniture,0.77,21.9,0.3,0.1,0,Medium,3,-3.441488292823737,-0.1388826863431234,Budget-Conscious / New
CUST100681,22,Male,Tier 2,25995,0.1,64,0,42.69,0.0,Home & Furniture,0.58,36.5,0.45,0.04,2,Medium,3,-3.7196683541707474,-0.4881813750082943,Budget-Conscious / New
CUST100682,29,Female,Tier 2,35688,3.0,188,5,41.58,218.55,Fashion,0.26,32.7,0.2,0.11,1,Medium,0,-2.3847578177499265,-0.6259568810537408,At-Risk / Dormant
CUST100683,40,Male,Tier 3,59870,2.8,131,6,82.28,486.15,Fashion,0.21,55.6,0.08,0.02,3,Medium,0,-0.2650570468683543,0.46662397988469,At-Risk / Dormant
CUST100684,21,Female,Tier 2,38329,0.3,9,4,24.0,107.25,Home & Furniture,0.19,55.2,0.27,0.08,1,Medium,3,-2.4502076573706084,-1.5074931177804496,Budget-Conscious / New
CUST100685,42,Female,Tier 1,82045,4.0,93,15,80.35,1249.57,Groceries,0.57,78.4,0.23,0.26,0,Medium,2,3.380671995080995,-0.3384855043159342,Champions (High-Value Loyal)
CUST100686,32,Female,Tier 2,59424,0.4,54,6,62.25,428.43,Groceries,0.41,26.0,0.4,0.09,1,Low,0,-1.5699619144067565,0.672136312226711,At-Risk / Dormant
CUST100687,30,Female,Tier 1,32566,0.8,27,4,22.59,99.02,Home & Furniture,0.31,45.2,0.36,0.09,0,Medium,3,-2.758860779306671,-1.5355310682571708,Budget-Conscious / New
CUST100688,42,Female,Tier 1,84589,0.6,35,4,112.91,389.9,Home & Furniture,0.63,61.2,0.18,0.05,0,Medium,1,0.0530404871978584,2.0543815065996305,Mainstream Regulars
CUST100689,39,Male,Tier 2,76194,1.0,85,7,63.11,417.99,Fashion,0.66,51.8,0.44,0.16,0,Medium,0,-0.533842629454022,0.5738462234470351,At-Risk / Dormant
CUST100690,31,Male,Tier 3,35510,0.6,29,7,40.77,291.54,Electronics,0.06,71.2,0.37,0.14,1,Low,3,-1.1736427329176582,-1.6818714868565832,Budget-Conscious / New
CUST100691,47,Male,Tier 3,67363,1.5,21,5,89.76,478.62,Fashion,0.19,36.2,0.45,0.2,0,Medium,1,-0.6370307356299785,1.2075409222536648,Mainstream Regulars
CUST100692,23,Female,Tier 1,49783,1.2,30,9,71.18,650.29,Groceries,0.47,73.8,0.45,0.29,1,Low,3,0.480641770754192,-0.747195053701818,Budget-Conscious / New
CUST100693,41,Male,Tier 2,64158,9.5,38,17,56.84,1049.22,Fashion,0.32,72.5,0.42,0.02,2,Low,2,3.6754657740687446,-2.609609144404293,Champions (High-Value Loyal)
CUST100694,41,Female,Tier 1,49639,0.1,9,3,71.6,200.79,Groceries,0.29,46.3,0.52,0.04,2,Medium,3,-1.8705820921012035,0.3446110016730409,Budget-Conscious / New
CUST100695,31,Female,Tier 3,21124,0.3,104,4,41.95,151.89,Electronics,0.34,59.5,0.58,0.1,2,Medium,3,-2.5188261551762388,-1.3184839835118425,Budget-Conscious / New
CUST100696,38,Female,Tier 3,49309,0.1,50,5,96.09,416.15,Groceries,0.58,68.9,0.37,0.03,0,Medium,1,-0.4848978836998401,0.5111877590436544,Mainstream Regulars
CUST100697,21,Female,Tier 2,52172,2.2,45,7,69.54,497.49,Fashion,0.63,71.9,0.41,0.13,2,Low,3,0.0657564753276921,-0.659254053397928,Budget-Conscious / New
CUST100698,45,Male,Tier 3,51841,0.1,4,6,61.08,387.22,Groceries,0.34,86.1,0.21,0.12,0,Low,3,-0.3147451251934196,-0.8894274960335374,Budget-Conscious / New
CUST100699,32,Female,Tier 2,37487,4.0,41,8,38.39,291.1,Fashion,0.5,77.1,0.15,0.04,0,Low,3,-0.3338096076717103,-2.4065701223210865,Budget-Conscious / New
CUST100700,29,Female,Tier 2,50401,1.6,5,4,50.84,210.29,Fashion,0.35,48.0,0.39,0.13,1,Medium,3,-1.6696256332658976,-0.539248218227152,Budget-Conscious / New
CUST100701,46,Male,Tier 1,79247,1.6,3,8,73.65,510.04,Beauty,0.23,67.4,0.37,0.15,2,Low,1,0.5898159862072512,0.1953979847181123,Mainstream Regulars
CUST100702,27,Male,Tier 2,55991,1.8,33,3,87.23,230.23,Electronics,0.46,48.4,0.37,0.08,0,Medium,1,-1.223678939883747,0.6868419124894141,Mainstream Regulars
CUST100703,19,Female,Tier 2,56885,0.4,23,6,67.67,430.59,Home & Furniture,0.17,84.0,0.5,0.06,1,Low,3,-0.1153677232236103,-0.5163373620804675,Budget-Conscious / New
CUST100704,18,Female,Tier 2,41137,0.5,39,6,62.76,361.66,Sports,0.51,71.4,0.11,0.16,0,Low,3,-0.8529417679651402,-0.8187872849303255,Budget-Conscious / New
CUST100705,41,Female,Tier 1,93490,0.8,4,11,120.62,1395.02,Groceries,0.64,69.3,0.45,0.39,0,Low,2,3.2020285303803098,1.80247542437805,Champions (High-Value Loyal)
CUST100706,20,Female,Tier 3,27828,2.0,25,6,8.0,52.78,Beauty,0.22,70.0,0.14,0.37,1,Low,3,-2.0334250623342904,-2.916495480201527,Budget-Conscious / New
CUST100707,54,Female,Tier 1,86376,0.5,8,4,111.16,491.68,Electronics,0.42,42.4,0.42,0.21,3,Medium,1,-0.172183118926373,2.3841373286094547,Mainstream Regulars
CUST100708,18,Male,Tier 2,74474,0.3,195,3,82.89,224.21,Groceries,0.55,39.5,0.11,0.06,0,Medium,0,-1.8202870425686484,2.037946922207168,At-Risk / Dormant
CUST100709,53,Male,Tier 2,75856,7.7,37,7,89.74,625.6,Fashion,0.62,49.0,0.39,0.14,0,Low,2,1.3552049418620076,0.0874859247256871,Champions (High-Value Loyal)
CUST100710,37,Male,Tier 2,57154,0.0,52,3,55.2,177.22,Electronics,0.58,30.5,0.76,0.13,0,Medium,3,-2.48662033329787,0.602805075153239,Budget-Conscious / New
CUST100711,33,Male,Tier 2,49690,3.6,17,12,50.08,650.36,Fashion,0.7,81.7,0.28,0.15,0,Low,2,1.2465310545820656,-2.131462341791647,Champions (High-Value Loyal)
CUST100712,29,Female,Tier 1,86249,3.4,4,11,99.21,1184.51,Fashion,0.32,82.5,0.21,0.04,1,Low,2,3.2198159861848112,0.3218236217905626,Champions (High-Value Loyal)
CUST100713,39,Female,Tier 1,45986,0.8,167,3,94.09,259.25,Groceries,0.38,44.8,0.48,0.09,0,Medium,0,-1.7935717255035826,1.239688685139013,At-Risk / Dormant
CUST100714,34,Female,Tier 2,42137,0.3,15,2,70.16,127.38,Sports,0.14,50.3,0.39,0.03,0,Medium,3,-2.152175194925828,0.0700758094021217,Budget-Conscious / New
CUST100715,47,Male,Tier 2,57643,0.3,24,6,87.02,536.22,Electronics,0.27,44.4,0.2,0.01,0,Low,1,-0.6175519619573007,0.8285058960973835,Mainstream Regulars
CUST100716,36,Female,Tier 1,92677,2.6,47,12,94.35,1214.09,Fashion,0.59,55.4,0.36,0.14,0,Low,2,2.579995571722791,1.1106960173837055,Champions (High-Value Loyal)
CUST100717,36,Female,Tier 2,67235,2.3,1,9,67.03,570.54,Fashion,0.3,56.3,0.33,0.19,1,Low,1,0.4175721698529117,-0.2902609844777628,Mainstream Regulars
CUST100718,31,Female,Tier 2,40975,3.4,74,7,42.43,261.79,Fashion,0.68,53.8,0.46,0.09,0,Medium,3,-1.1314410591860935,-1.457854788018617,Budget-Conscious / New
CUST100719,34,Female,Tier 2,54014,6.1,34,15,57.69,921.62,Home & Furniture,0.56,89.5,0.52,0.11,0,Low,2,2.8544958254644257,-2.527983863055984,Champions (High-Value Loyal)
CUST100720,38,Male,Tier 3,45142,2.6,14,5,26.83,126.09,Fashion,0.91,71.3,0.45,0.13,0,Medium,3,-1.3716192141517591,-2.002403630163425,Budget-Conscious / New
CUST100721,18,Male,Tier 1,50423,0.4,2,6,51.15,276.18,Electronics,0.29,42.0,0.38,0.03,1,Low,3,-1.621322296696149,-0.3786464552162119,Budget-Conscious / New
CUST100722,20,Male,Tier 1,81620,0.6,7,3,79.61,213.59,Home & Furniture,0.59,47.0,0.27,0.15,1,Medium,1,-1.131023151765358,1.3646979577915117,Mainstream Regulars
CUST100723,43,Male,Tier 2,38508,4.1,101,7,49.46,327.0,Beauty,0.55,45.3,0.66,0.27,2,Medium,0,-1.1063735655349902,-1.1973409401203272,At-Risk / Dormant
CUST100724,36,Male,Tier 2,89358,0.5,52,4,96.44,396.49,Groceries,0.37,22.4,0.32,0.04,0,Medium,1,-1.0373866093395427,2.6141886520412294,Mainstream Regulars
CUST100725,32,Female,Tier 2,73708,0.2,12,3,86.86,249.51,Groceries,0.26,61.6,0.38,0.05,1,Medium,1,-0.841553556343105,1.1201458468707393,Mainstream Regulars
CUST100726,35,Female,Tier 3,74635,2.7,3,9,81.97,631.64,Electronics,0.4,64.7,0.51,0.22,0,Low,1,1.0927180207245073,0.0876042636886741,Mainstream Regulars
CUST100727,38,Female,Tier 3,47867,1.1,52,6,51.17,269.89,Fashion,0.16,55.4,0.25,0.01,2,Low,3,-1.3468972904267995,-0.6767031412681647,Budget-Conscious / New
CUST100728,29,Female,Tier 3,49901,5.6,38,11,32.13,331.22,Fashion,0.48,84.4,0.4,0.26,1,Low,3,0.7165421706489922,-2.8714482175629787,Budget-Conscious / New
CUST100729,26,Male,Tier 2,30603,2.3,23,8,36.87,309.09,Fashion,0.43,64.8,0.38,0.02,0,Low,3,-0.9759270841374684,-2.172125916112619,Budget-Conscious / New
CUST100730,37,Female,Tier 2,51356,0.2,20,6,48.21,254.42,Sports,0.47,54.8,0.67,0.13,1,Low,3,-1.4566637982590291,-0.5967596539290446,Budget-Conscious / New
CUST100731,24,Male,Tier 1,74485,6.5,10,8,89.06,725.45,Groceries,0.37,71.9,0.17,0.05,0,Low,2,2.010950595192752,-0.3807420270257152,Champions (High-Value Loyal)
CUST100732,39,Male,Tier 1,94929,0.7,49,8,112.75,799.14,Electronics,0.31,73.8,0.11,0.23,0,Low,1,1.719392266978521,1.859321762959487,Mainstream Regulars
CUST100733,18,Male,Tier 2,33271,0.9,158,6,61.8,338.72,Fashion,0.36,49.8,0.31,0.1,1,Medium,0,-1.7210129908625915,-0.3314852730564013,At-Risk / Dormant
CUST100734,46,Male,Tier 1,67820,1.1,8,6,87.87,475.37,Fashion,0.16,69.5,0.31,0.11,0,Low,1,0.2139078431070448,0.4487772824989571,Mainstream Regulars
CUST100735,40,Male,Tier 3,54276,0.1,40,3,63.23,165.06,Groceries,0.55,50.3,0.09,0.35,0,Medium,3,-1.9407578490235773,0.2748204467139682,Budget-Conscious / New
CUST100736,37,Male,Tier 2,35675,1.5,24,4,41.9,176.21,Fashion,0.34,54.6,0.36,0.13,2,Medium,3,-1.98112450785557,-1.250674961060725,Budget-Conscious / New
CUST100737,45,Male,Tier 2,74644,0.3,26,4,71.0,280.88,Fashion,0.57,56.8,0.1,0.09,1,Medium,1,-0.9712570437509,0.7864406359714357,Mainstream Regulars
CUST100738,53,Female,Tier 1,64168,1.1,13,11,50.86,615.02,Groceries,0.31,61.7,0.27,0.07,1,Low,3,0.3972350490844035,-0.823962153425872,Budget-Conscious / New
CUST100739,46,Male,Tier 1,70882,1.0,78,4,93.95,330.58,Fashion,0.4,43.4,0.43,0.19,0,Medium,1,-0.950312900608841,1.5917617536930544,Mainstream Regulars
CUST100740,18,Male,Tier 1,55064,3.3,29,13,63.27,734.85,Electronics,0.2,89.6,0.13,0.04,0,Low,2,1.8886645953467187,-1.7791965070672608,Champions (High-Value Loyal)
CUST100741,20,Male,Tier 1,49791,3.6,35,5,42.8,201.57,Electronics,0.79,80.6,0.44,0.05,1,Medium,3,-0.6190882301333337,-1.7308118140842652,Budget-Conscious / New
CUST100742,28,Female,Tier 1,67073,0.4,16,6,63.5,411.39,Fashion,0.69,79.5,0.29,0.07,0,Low,1,-0.1305318227836212,-0.26721348882793,Mainstream Regulars
CUST100743,35,Male,Tier 2,56119,1.0,9,10,53.76,506.27,Electronics,0.52,53.2,0.35,0.12,0,Low,3,-0.215029934808545,-0.7418748309139676,Budget-Conscious / New
